year,locality_id,id,ALAN_median,ALAN_sd
2020,L5656077,785,2.450911495,2.516461596
2020,L2537660,786,2.149644036,1.230949005
2020,L5816824,404,21.34360052,10.7514367
2020,L5719285,649,6.423979848,3.435903379
2020,L11523563,791,0.262706294,0.179598256
2020,L1314793,91,7.852061568,8.050384487
2020,L8855528,794,0.51117895,0.304533172
2020,L2535085,798,0.265539144,0.164770809
2020,L5049128,438,2.624776539,1.773109103
2020,L5656006,352,3.633827102,3.398709436
2020,L11787812,800,4.960901785,2.545669774
2021,L2563375,505,0.112602136,0.011658725
2020,L3007699,5,53.04869025,32.86578527
2020,L11826817,801,6.120984429,8.383466597
2020,L10358719,803,0.591547677,0.456387303
2020,L3086561,152,6.146276482,4.845954253
2020,L5178577,670,9.379860353,7.525238371
2021,L2563248,147,0.146660704,0.066832254
2020,L9459396,830,9.023916697,5.012023991
2020,L11788339,835,0.393164231,0.432706851
2020,L11580054,841,0.499068478,0.38463505
2020,L4847997,573,0.813521517,0.959830831
2021,L9429363,843,11.5490889,6.999305629
2020,L3077329,164,29.99039165,9.621105604
2020,L12084021,847,11.56628466,8.469823884
2020,L9429363,843,11.5490889,6.999305629
2020,L12607371,409,3.693659172,3.221676556
2020,L3598684,231,0.173663509,0.011059128
2020,L12229041,863,0.312645417,0.157519168
2020,L12785007,866,0.119359961,0.034922908
2020,L3057912,115,4.910011076,4.567767861
2021,L13122176,867,1.074999763,0.816135286
2020,L4001286,431,2.401916369,2.542890636
2020,L12316156,869,9.432726309,8.031063895
2020,L2539737,82,0.411746788,0.244579208
2020,L12699628,872,0.228451892,0.028618233
2020,L2556477,162,0.312018276,0.052533794
2021,L11787812,800,4.960901785,2.545669774
2020,L2534839,134,0.496708521,0.443030377
2020,L3147944,366,1.35452709,0.995282212
2020,L2541779,889,6.349627505,6.452818969
2021,L4832299,700,2.048705385,2.105216054
2020,L2563375,505,0.112602136,0.011658725
2020,L13017669,905,1.220668588,0.981956463
2020,L3984779,916,0.469783372,0.328760903
2020,L7353758,576,6.617089315,4.394429042
2021,L13425281,925,0.371081577,0.515530064
2020,L2557779,927,4.76356949,3.612689628
2021,L14010398,928,0.088999633,0.004211118
2020,L4907366,930,0.132666087,0.014548367
2020,L5154899,938,4.197298195,3.199024778
2021,L13672199,939,6.583357098,7.633463185
2020,L12406322,940,4.185662153,2.391092338
2020,L12504088,941,32.90191059,9.596304774
2021,L13711153,943,4.45329856,2.349628411
2021,L13888753,950,6.710697705,6.695201519
2021,L13360542,951,0.713707716,0.515515192
2020,L2535974,954,4.87564731,4.109652531
2020,L3007886,2,0.163274872,0.050815276
2021,L2555807,963,0.2142861,0.0458608
2021,L2556908,178,6.406847801,4.596414246
